Unnamed: 0,Place,Relation Type,Context,Date,Sentence,Sentence_Text,Sentence_Text_Cleaned,Place_Text,Date_Text,slug,Notes,Place_Info,sentence_doc
988,['MASK_12'],residence,"['ordered', 'made', 'into', 'city', 'known', 'as']",[],[38],"At the same time, [PERSON]al-Mansur[MASK_1] ordered that the site of his camp south of the city be made into a new palace city, known officially as [GPE]al-Mansuriya[MASK_12] and locally as Sabra.
","At the same time, al-Mansur ordered that the site of his camp south of the city be made into a new palace city, known officially as al-Mansuriya and locally as Sabra.
",['al-Mansuriya'],[],Al-Mansur_Billah,,"[{'place_name': 'al-Mansuriya', 'input_name': 'Mansouria, Tunisia', 'lat': 35.658055555556, 'lng': 10.113888888889, 'gn_description': 'populated place'}]","At the same time, [PERSON]al-Mansur[MASK_1] ordered that the site of his camp south of the city be made into a new palace city, known officially as [GPE]al-Mansuriya[MASK_12] and locally as Sabra.
"
989,"['MASK_11', 'MASK_2']",political_action,"['Aside', 'from', 'immortalizing', 'victory', 'prospect', 'of', 'residence', 'returning', 'to', 'vicinity', 'of', 'was']",[],[39],"Aside from thus immortalizing [PERSON]his[MASK_1] victory, the prospect of the caliphal residence returning to the vicinity of [GPE]Kairouan[MASK_11], the old capital of [GPE]Ifriqiya[MASK_2], was another sign of caliphal favour to the Kairouanese.
","Aside from thus immortalizing his victory, the prospect of the caliphal residence returning to the vicinity of Kairouan, the old capital of Ifriqiya, was another sign of caliphal favour to the Kairouanese.
","['Kairouan', 'Ifriqiya']",[],Al-Mansur_Billah,,"[{'place_name': 'Kairouan', 'input_name': 'Kairouan', 'lat': 35.6833333333333, 'lng': 10.1, 'gn_description': 'seat of a first-order administrative division'}, {'place_name': 'Ifriqiya', 'input_name': 'Ifriqiya', 'lat': 35, 'lng': 7, 'gn_description': 'point'}]","Aside from thus immortalizing [PERSON]his[MASK_1] victory, the prospect of the caliphal residence returning to the vicinity of [GPE]Kairouan[MASK_11], the old capital of [GPE]Ifriqiya[MASK_2], was another sign of caliphal favour to the Kairouanese.
"
990,"['MASK_11', 'MASK_14']",political_action,"['at', 'received']",['MASK_13'],[40],"While at [GPE]Kairouan[MASK_11], on [DATE]18 October[MASK_13] [PERSON]al-Mansur[MASK_1] received an envoy of [GPE]the Byzantine Empire[MASK_14].
","While at Kairouan, on 18 October al-Mansur received an envoy of the Byzantine Empire.
","['Kairouan', 'the Byzantine Empire']",['18 October'],Al-Mansur_Billah,,"[{'place_name': 'Kairouan', 'input_name': 'Kairouan', 'lat': 35.6833333333333, 'lng': 10.1, 'gn_description': 'seat of a first-order administrative division'}, {'place_name': 'the Byzantine Empire', 'input_name': 'Byzantium', 'lat': 41.0134166666667, 'lng': 28.9836388888889, 'gn_description': 'seat of a first-order administrative division'}]","While at [GPE]Kairouan[MASK_11], on [DATE]18 October[MASK_13] [PERSON]al-Mansur[MASK_1] received an envoy of [GPE]the Byzantine Empire[MASK_14].
"
991,['MASK_15'],political_action,"['is', 'business', 'with', 'was', 'concerned']",[],[41],"It is unknown what the envoy's business with [PERSON]the Caliph[MASK_1] was, but it most likely concerned the renewal of a truce that was in effect in southern [GPE]Italy[MASK_15], which suited both powers at the time.
","It is unknown what the envoy's business with the Caliph was, but it most likely concerned the renewal of a truce that was in effect in southern Italy, which suited both powers at the time.
",['Italy'],[],Al-Mansur_Billah,,"[{'place_name': 'Italy', 'input_name': 'Italy', 'lat': '42.83333', 'lng': '12.83333', 'gn_description': 'independent political entity'}]","It is unknown what the envoy's business with [PERSON]the Caliph[MASK_1] was, but it most likely concerned the renewal of a truce that was in effect in southern [GPE]Italy[MASK_15], which suited both powers at the time.
"
992,['MASK_11'],residence,"['remained', 'at']",[],[47],"=
While [PERSON]al-Mansur[MASK_1] remained at [GPE]Kairouan[MASK_11], in the north al-Hasan ibn Ali al-Kalbi had gathered fresh Kutama forces at Constantine and recaptured Béja and Tunis, securing the caliph's northern flank.
","=
While al-Mansur remained at Kairouan, in the north al-Hasan ibn Ali al-Kalbi had gathered fresh Kutama forces at Constantine and recaptured Béja and Tunis, securing the caliph's northern flank.
",['Kairouan'],[],Al-Mansur_Billah,,"[{'place_name': 'Kairouan', 'input_name': 'Kairouan', 'lat': 35.6833333333333, 'lng': 10.1, 'gn_description': 'seat of a first-order administrative division'}]","=
While [PERSON]al-Mansur[MASK_1] remained at [GPE]Kairouan[MASK_11], in the north al-Hasan ibn Ali al-Kalbi had gathered fresh Kutama forces at Constantine and recaptured Béja and Tunis, securing the caliph's northern flank.
"
993,"['MASK_11', 'MASK_17']",travel,"['set', 'from']",['MASK_16'],[48],"Reinforced with a thousand cavalry from the Cyrenaica, [PERSON]al-Mansur[MASK_1] set out from [GPE]Kairouan[MASK_11] on [DATE]24 October[MASK_16] in the direction of [GPE]Sbiba[MASK_17].
","Reinforced with a thousand cavalry from the Cyrenaica, al-Mansur set out from Kairouan on 24 October in the direction of Sbiba.
","['Kairouan', 'Sbiba']",['24 October'],Al-Mansur_Billah,military_action?,"[{'place_name': 'Kairouan', 'input_name': 'Kairouan', 'lat': 35.6833333333333, 'lng': 10.1, 'gn_description': 'seat of a first-order administrative division'}, {'place_name': 'Sbiba', 'input_name': 'Sbiba', 'lat': 35.543333333333, 'lng': 9.0736111111111, 'gn_description': 'second-order administrative division'}]","Reinforced with a thousand cavalry from the Cyrenaica, [PERSON]al-Mansur[MASK_1] set out from [GPE]Kairouan[MASK_11] on [DATE]24 October[MASK_16] in the direction of [GPE]Sbiba[MASK_17].
"
994,['MASK_18'],travel,"['followed', 'until']",[],[52],"[PERSON]Al-Mansur[MASK_1] followed him until [GPE]Biskra[MASK_18], but the local guides counseled against following the rebel leader, as the route was dangerous for an army.
","Al-Mansur followed him until Biskra, but the local guides counseled against following the rebel leader, as the route was dangerous for an army.
",['Biskra'],[],Al-Mansur_Billah,,"[{'place_name': 'Biskra', 'input_name': 'Biskra', 'lat': 34.85, 'lng': 5.7333333333333, 'gn_description': 'seat of a first-order administrative division'}]","[PERSON]Al-Mansur[MASK_1] followed him until [GPE]Biskra[MASK_18], but the local guides counseled against following the rebel leader, as the route was dangerous for an army.
"
995,"['MASK_18', 'MASK_19']",other,"['At', 'presented', 'to']",[],[53],"At [GPE]Biskra[MASK_18], the governor of Msila and the Zab region, Ja'far ibn Ali ibn Hamdun, presented himself to [PERSON]the caliph[MASK_1] in submission, bringing with him a youth who was being hailed as a prophet in the [LOC]Aurès[MASK_19] region.
","At Biskra, the governor of Msila and the Zab region, Ja'far ibn Ali ibn Hamdun, presented himself to the caliph in submission, bringing with him a youth who was being hailed as a prophet in the Aurès region.
","['Biskra', 'Aurès']",[],Al-Mansur_Billah,spiritual?,"[{'place_name': 'Biskra', 'input_name': 'Biskra', 'lat': 34.85, 'lng': 5.7333333333333, 'gn_description': 'seat of a first-order administrative division'}, {'place_name': 'Aurès', 'input_name': 'Aurès', 'lat': '35.55597', 'lng': '6.17414', 'gn_description': 'seat of a first-order administrative division'}]","At [GPE]Biskra[MASK_18], the governor of Msila and the Zab region, Ja'far ibn Ali ibn Hamdun, presented himself to [PERSON]the caliph[MASK_1] in submission, bringing with him a youth who was being hailed as a prophet in the [LOC]Aurès[MASK_19] region.
"
996,"['MASK_20', 'MASK_21']",military_action,"['led', 'to']",[],[55],"When the caliph learned that Abu Yazid had found refuge in the Jabal Salat mountains, west of the Chott el Hodna lake, [PERSON]he[MASK_1] led his army north to [GPE]Tubna[MASK_20] and then west, along the northern shore of [GPE]Chott el Hodna[MASK_21].
","When the caliph learned that Abu Yazid had found refuge in the Jabal Salat mountains, west of the Chott el Hodna lake, he led his army north to Tubna and then west, along the northern shore of Chott el Hodna.
","['Tubna', 'Chott el Hodna']",[],Al-Mansur_Billah,travel?,"[{'place_name': 'Tubna', 'input_name': 'Tubna', 'lat': 32.9925, 'lng': 36.218888888889, 'gn_description': 'stream'}, {'place_name': 'Chott el Hodna', 'input_name': 'Chott el Hodna', 'lat': '35.44528', 'lng': '4.68361', 'gn_description': 'intermittent wetland'}]","When the caliph learned that Abu Yazid had found refuge in the Jabal Salat mountains, west of the Chott el Hodna lake, [PERSON]he[MASK_1] led his army north to [GPE]Tubna[MASK_20] and then west, along the northern shore of [GPE]Chott el Hodna[MASK_21].
"
997,['MASK_22'],political_action,"['arriving', 'at', 'declare', 'to']",[],[57],"Following the victory, delegations from the tribes and settlements of the region began arriving at [GPE]Msila[MASK_22] to declare their loyalty to [PERSON]al-Mansur[MASK_1], including Ibn Khazar's son, Ya'qub.
","Following the victory, delegations from the tribes and settlements of the region began arriving at Msila to declare their loyalty to al-Mansur, including Ibn Khazar's son, Ya'qub.
",['Msila'],[],Al-Mansur_Billah,,"[{'place_name': 'Msila', 'input_name': 'Msila, Morocco', 'lat': 35.2, 'lng': -5.56667, 'gn_description': 'area'}]","Following the victory, delegations from the tribes and settlements of the region began arriving at [GPE]Msila[MASK_22] to declare their loyalty to [PERSON]al-Mansur[MASK_1], including Ibn Khazar's son, Ya'qub.
"
998,['MASK_22'],military_action,"['launched', 'attack', 'on', 'camp', 'near']",[],[58],"Shortly after, Abu Yazid launched an attack on [PERSON]al-Mansur's[MASK_1] army camp near [GPE]Msila[MASK_22], but was again beaten back.
","Shortly after, Abu Yazid launched an attack on al-Mansur's army camp near Msila, but was again beaten back.
",['Msila'],[],Al-Mansur_Billah,,"[{'place_name': 'Msila', 'input_name': 'Msila, Morocco', 'lat': 35.2, 'lng': -5.56667, 'gn_description': 'area'}]","Shortly after, Abu Yazid launched an attack on [PERSON]al-Mansur's[MASK_1] army camp near [GPE]Msila[MASK_22], but was again beaten back.
"
999,['MASK_23'],military_action,"['sent', 'into']",[],[59],"[PERSON]Al-Mansur[MASK_1] sent his troops into [LOC]the Hodna Mountains[MASK_23] to pursue the rebel, but Abu Yazid again fled to the Jabal Salat.
","Al-Mansur sent his troops into the Hodna Mountains to pursue the rebel, but Abu Yazid again fled to the Jabal Salat.
",['the Hodna Mountains'],[],Al-Mansur_Billah,,"[{'place_name': 'the Hodna Mountains', 'input_name': 'Hodna Mountains', 'lat': '35.85891', 'lng': '4.71908', 'gn_description': 'mountains'}]","[PERSON]Al-Mansur[MASK_1] sent his troops into [LOC]the Hodna Mountains[MASK_23] to pursue the rebel, but Abu Yazid again fled to the Jabal Salat.
"
1000,['MASK_22'],travel,"['made', 'for']",[],[65],"Following his recovery, [PERSON]he[MASK_1] made for [GPE]Msila[MASK_22].
","Following his recovery, he made for Msila.
",['Msila'],[],Al-Mansur_Billah,,"[{'place_name': 'Msila', 'input_name': 'Msila, Morocco', 'lat': 35.2, 'lng': -5.56667, 'gn_description': 'area'}]","Following his recovery, [PERSON]he[MASK_1] made for [GPE]Msila[MASK_22].
"
1001,['MASK_24'],military_action,"['sent', 'undertaken', 'in']",[],[67],"[PERSON]Al-Mansur[MASK_1] sent orders for fresh Kutama levies to be undertaken in their homelands in [GPE]Lesser Kabylia[MASK_24], while Ibn Khazar repeated his protestations of loyalty, which included asking for the proper formula for the khutba to be used in the Friday prayer and the coinage.
","Al-Mansur sent orders for fresh Kutama levies to be undertaken in their homelands in Lesser Kabylia, while Ibn Khazar repeated his protestations of loyalty, which included asking for the proper formula for the khutba to be used in the Friday prayer and the coinage.
",['Lesser Kabylia'],[],Al-Mansur_Billah,,"[{'place_name': 'Lesser Kabylia', 'input_name': 'Petite Kabylie', 'lat': 36, 'lng': 5, 'gn_description': 'region'}]","[PERSON]Al-Mansur[MASK_1] sent orders for fresh Kutama levies to be undertaken in their homelands in [GPE]Lesser Kabylia[MASK_24], while Ibn Khazar repeated his protestations of loyalty, which included asking for the proper formula for the khutba to be used in the Friday prayer and the coinage.
"
1002,['MASK_26'],military_action,"['set', 'for']",['MASK_25'],[70],"On [DATE]6 March[MASK_25], [PERSON]al-Mansur[MASK_1], accompanied by 4,000 of his own cavalry and 500 Sanhaja, set out for [GPE]Azbih[MASK_26].
","On 6 March, al-Mansur, accompanied by 4,000 of his own cavalry and 500 Sanhaja, set out for Azbih.
",['Azbih'],['6 March'],Al-Mansur_Billah,,"[{'place_name': 'Azbih', 'input_name': 'Azbih', 'lat': '/', 'lng': '/', 'gn_description': 'unkown'}]","On [DATE]6 March[MASK_25], [PERSON]al-Mansur[MASK_1], accompanied by 4,000 of his own cavalry and 500 Sanhaja, set out for [GPE]Azbih[MASK_26].
"
1003,['MASK_11'],political_action,"['sent', 'to']",[],[73],"Along with his letter announcing his victory, [PERSON]al-Mansur[MASK_1] sent 1,070 severed heads of rebels to [GPE]Kairouan[MASK_11].
","Along with his letter announcing his victory, al-Mansur sent 1,070 severed heads of rebels to Kairouan.
",['Kairouan'],[],Al-Mansur_Billah,military_action?,"[{'place_name': 'Kairouan', 'input_name': 'Kairouan', 'lat': 35.6833333333333, 'lng': 10.1, 'gn_description': 'seat of a first-order administrative division'}]","Along with his letter announcing his victory, [PERSON]al-Mansur[MASK_1] sent 1,070 severed heads of rebels to [GPE]Kairouan[MASK_11].
"
1004,['MASK_23'],military_action,"['fled', 'to', 'pursued']",[],[77],"====
Abu Yazid fled once more to [LOC]the Hodna Mountains[MASK_23] , and [PERSON]al-Mansur[MASK_1] pursued him there.
","====
Abu Yazid fled once more to the Hodna Mountains , and al-Mansur pursued him there.
",['the Hodna Mountains'],[],Al-Mansur_Billah,travel?,"[{'place_name': 'the Hodna Mountains', 'input_name': 'Hodna Mountains', 'lat': '35.85891', 'lng': '4.71908', 'gn_description': 'mountains'}]","====
Abu Yazid fled once more to [LOC]the Hodna Mountains[MASK_23] , and [PERSON]al-Mansur[MASK_1] pursued him there.
"
1005,['MASK_28'],military_action,"['surrendered', 'attack', 'on', 'launched', 'Dressed']",['MASK_27'],"[85, 86]","In early June, the neighbouring fortresses of Shakir and Aqqar, also held by the rebels, surrendered, and on [DATE]14 August 947[MASK_27], the final attack on [GPE]Kiyana[MASK_28] was launched.
 Dressed in gold-embroidered red clothes, [PERSON]al-Mansur[MASK_1] participated in the combat in person, atop his horse.
","In early June, the neighbouring fortresses of Shakir and Aqqar, also held by the rebels, surrendered, and on 14 August 947, the final attack on Kiyana was launched.
 Dressed in gold-embroidered red clothes, al-Mansur participated in the combat in person, atop his horse.
",['Kiyana'],['14 August 947'],Al-Mansur_Billah,,"[{'place_name': 'Kiyana', 'input_name': 'Kiyama, Saga', 'lat': 33.4270277777778, 'lng': 130.523166666667, 'gn_description': 'third-order administrative division'}]","In early June, the neighbouring fortresses of Shakir and Aqqar, also held by the rebels, surrendered, and on [DATE]14 August 947[MASK_27], the final attack on [GPE]Kiyana[MASK_28] was launched.
 Dressed in gold-embroidered red clothes, [PERSON]al-Mansur[MASK_1] participated in the combat in person, atop his horse.
"
1006,['MASK_29'],military_action,"['intended', 'thwarted', 'arrived', 'of', 'loss', 'of']",[],[102],"[PERSON]Al-Mansur[MASK_1] now intended to head back east, but was thwarted when news arrived of the loss of [GPE]Tahert[MASK_29].
","Al-Mansur now intended to head back east, but was thwarted when news arrived of the loss of Tahert.
",['Tahert'],[],Al-Mansur_Billah,,"[{'place_name': 'Tahert', 'input_name': 'Tiaret', 'lat': 35.366666666667, 'lng': 1.3166666666667, 'gn_description': 'seat of a first-order administrative division'}]","[PERSON]Al-Mansur[MASK_1] now intended to head back east, but was thwarted when news arrived of the loss of [GPE]Tahert[MASK_29].
"
1007,"['MASK_22', 'MASK_29']",travel,"['Fatimid', 'set', 'from']","['MASK_30', 'MASK_31']",[106],"[PERSON]The Fatimid caliph[MASK_1] set out from [GPE]Msila[MASK_22] on [DATE]7 September[MASK_30] to recover the city, but when he arrived at [GPE]Tahert[MASK_29] on [DATE]the 20th[MASK_31], he found Hamid gone: he and his followers had sailed back to Spain.
","The Fatimid caliph set out from Msila on 7 September to recover the city, but when he arrived at Tahert on the 20th, he found Hamid gone: he and his followers had sailed back to Spain.
","['Msila', 'Tahert']","['7 September', 'the 20th']",Al-Mansur_Billah,military_action?,"[{'place_name': 'Msila', 'input_name': 'Msila, Morocco', 'lat': 35.2, 'lng': -5.56667, 'gn_description': 'area'}, {'place_name': 'Tahert', 'input_name': 'Tiaret', 'lat': 35.366666666667, 'lng': 1.3166666666667, 'gn_description': 'seat of a first-order administrative division'}]","[PERSON]The Fatimid caliph[MASK_1] set out from [GPE]Msila[MASK_22] on [DATE]7 September[MASK_30] to recover the city, but when he arrived at [GPE]Tahert[MASK_29] on [DATE]the 20th[MASK_31], he found Hamid gone: he and his followers had sailed back to Spain.
"
1008,['MASK_29'],personal_life,"['at', 'fell']",[],[108],"While at [GPE]Tahert[MASK_29], [PERSON]al-Mansur[MASK_1] again fell heavily ill and was close to death, even to the point of having his last will written up.
","While at Tahert, al-Mansur again fell heavily ill and was close to death, even to the point of having his last will written up.
",['Tahert'],[],Al-Mansur_Billah,,"[{'place_name': 'Tahert', 'input_name': 'Tiaret', 'lat': 35.366666666667, 'lng': 1.3166666666667, 'gn_description': 'seat of a first-order administrative division'}]","While at [GPE]Tahert[MASK_29], [PERSON]al-Mansur[MASK_1] again fell heavily ill and was close to death, even to the point of having his last will written up.
"
1009,"['MASK_32', 'MASK_33', 'MASK_34']",personal_life,['spent'],[],[110],"[PERSON]The caliph[MASK_1] also spent some time sightseeing, visiting the waterfalls at [LOC]Oued Tiguiguest[MASK_32], and [LOC]the Jedars[MASK_33], the late antique tumuli of [LOC]Oued Mina[MASK_34].
","The caliph also spent some time sightseeing, visiting the waterfalls at Oued Tiguiguest, and the Jedars, the late antique tumuli of Oued Mina.
","['Oued Tiguiguest', 'the Jedars', 'Oued Mina']",[],Al-Mansur_Billah,,"[{'place_name': 'Oued Tiguiguest', 'input_name': 'Oued Tiguiguest', 'lat': '35.58172', 'lng': '1.20045', 'gn_description': 'stream'}, {'place_name': 'the Jedars', 'input_name': 'Jedars', 'lat': '35.11347575638319', 'lng': '1.2124711067057634', 'gn_description': 'historical site'}, {'place_name': 'Oued Mina', 'input_name': 'Oued Mina', 'lat': '35.96807', 'lng': '0.52446', 'gn_description': 'stream'}]","[PERSON]The caliph[MASK_1] also spent some time sightseeing, visiting the waterfalls at [LOC]Oued Tiguiguest[MASK_32], and [LOC]the Jedars[MASK_33], the late antique tumuli of [LOC]Oued Mina[MASK_34].
"
1010,['MASK_29'],political_action,"['in', 'set']",['MASK_35'],[112],"Leaving the court eunuch Masrur as governor in [GPE]Tahert[MASK_29], [PERSON]he[MASK_1] set out on the return journey east on [DATE]2 January 948[MASK_35].
","Leaving the court eunuch Masrur as governor in Tahert, he set out on the return journey east on 2 January 948.
",['Tahert'],['2 January 948'],Al-Mansur_Billah,,"[{'place_name': 'Tahert', 'input_name': 'Tiaret', 'lat': 35.366666666667, 'lng': 1.3166666666667, 'gn_description': 'seat of a first-order administrative division'}]","Leaving the court eunuch Masrur as governor in [GPE]Tahert[MASK_29], [PERSON]he[MASK_1] set out on the return journey east on [DATE]2 January 948[MASK_35].
"
1011,['MASK_12'],political_action,['entered'],[],[113],"Eleven days later [PERSON]he[MASK_1] entered his new capital, [GPE]al-Mansuriya[MASK_12], in triumph, through the 'Gate of Victories' (bāb al-futūḥ).
","Eleven days later he entered his new capital, al-Mansuriya, in triumph, through the 'Gate of Victories' (bāb al-futūḥ).
",['al-Mansuriya'],[],Al-Mansur_Billah,travel?,"[{'place_name': 'al-Mansuriya', 'input_name': 'Mansouria, Tunisia', 'lat': 35.658055555556, 'lng': 10.113888888889, 'gn_description': 'populated place'}]","Eleven days later [PERSON]he[MASK_1] entered his new capital, [GPE]al-Mansuriya[MASK_12], in triumph, through the 'Gate of Victories' (bāb al-futūḥ).
"
1012,['MASK_7'],military_action,['left'],['MASK_36'],[114],"On [DATE]14 February[MASK_36], [PERSON]he[MASK_1] left [GPE]al-Mahdiya[MASK_7] to confront Abu Yazid's son Fadl, who was still resisting the Fatimids in the Aurès Mountains.
","On 14 February, he left al-Mahdiya to confront Abu Yazid's son Fadl, who was still resisting the Fatimids in the Aurès Mountains.
",['al-Mahdiya'],['14 February'],Al-Mansur_Billah,travel?,"[{'place_name': 'al-Mahdiya', 'input_name': 'Mahdia', 'lat': 35.504722222222, 'lng': 11.062222222222, 'gn_description': 'seat of a first-order administrative division'}]","On [DATE]14 February[MASK_36], [PERSON]he[MASK_1] left [GPE]al-Mahdiya[MASK_7] to confront Abu Yazid's son Fadl, who was still resisting the Fatimids in the Aurès Mountains.
"
1013,"['MASK_37', 'MASK_12']",political_action,"['designed', 'bolster', 'credentials', 'of', 'heir', 'after', 'sacking', 'fortress', 'of']",['MASK_38'],[116],"The campaign was apparently chiefly designed to bolster the credentials of [PERSON]al-Mansur[MASK_1]'s designated heir, Ma'add (the future al-Mu'izz li-Din Allah), so after sacking the fortress of [GPE]Midès[MASK_37] and laying waste to its environs, in which the Fatimid prince suitably distinguished himself, the army returned to yet another triumphal entry into [GPE]al-Mansuriya[MASK_12] on [DATE]28 March[MASK_38].
","The campaign was apparently chiefly designed to bolster the credentials of al-Mansur's designated heir, Ma'add (the future al-Mu'izz li-Din Allah), so after sacking the fortress of Midès and laying waste to its environs, in which the Fatimid prince suitably distinguished himself, the army returned to yet another triumphal entry into al-Mansuriya on 28 March.
","['Midès', 'al-Mansuriya']",['28 March'],Al-Mansur_Billah,military_action?,"[{'place_name': 'Midès', 'input_name': 'Midès', 'lat': 34.38333333, 'lng': 7.88333333, 'gn_description': 'populated place'}, {'place_name': 'al-Mansuriya', 'input_name': 'Mansouria, Tunisia', 'lat': 35.658055555556, 'lng': 10.113888888889, 'gn_description': 'populated place'}]","The campaign was apparently chiefly designed to bolster the credentials of [PERSON]al-Mansur[MASK_1]'s designated heir, Ma'add (the future al-Mu'izz li-Din Allah), so after sacking the fortress of [GPE]Midès[MASK_37] and laying waste to its environs, in which the Fatimid prince suitably distinguished himself, the army returned to yet another triumphal entry into [GPE]al-Mansuriya[MASK_12] on [DATE]28 March[MASK_38].
"
1014,['MASK_39'],personal_life,"['for', 'where']",['MASK_'],[117],"Soon after, the court left the new capital, which was not yet completed, for [GPE]al-Mahdiya[MASK_39], where [PERSON]al-Mansur[MASK_1] celebrated Eid al-Fitr on [DATE]13 April[MASK_] for the first time as caliph, with extensive pomp.
","Soon after, the court left the new capital, which was not yet completed, for al-Mahdiya, where al-Mansur celebrated Eid al-Fitr on 13 April for the first time as caliph, with extensive pomp.
",['al-Mahdiya'],['13 April'],Al-Mansur_Billah,,"[{'place_name': 'al-Mahdiya', 'input_name': 'Mahdia', 'lat': 35.504722222222, 'lng': 11.062222222222, 'gn_description': 'seat of a first-order administrative division'}]","Soon after, the court left the new capital, which was not yet completed, for [GPE]al-Mahdiya[MASK_39], where [PERSON]al-Mansur[MASK_1] celebrated Eid al-Fitr on [DATE]13 April[MASK_] for the first time as caliph, with extensive pomp.
"
1015,['MASK_40'],political_action,"['given', 'allowed', 'leave', 'for', 'released']",[],"[119, 120]","As a sign of his new confidence, [PERSON]al-Mansur[MASK_1] at this time released twenty members of the Aghlabid dynasty, who had been held prisoners since 909.
 They were given rich presents and allowed to leave for [GPE]Egypt[MASK_40].
","As a sign of his new confidence, al-Mansur at this time released twenty members of the Aghlabid dynasty, who had been held prisoners since 909.
 They were given rich presents and allowed to leave for Egypt.
",['Egypt'],[],Al-Mansur_Billah,,"[{'place_name': 'Egypt', 'input_name': 'Egypt', 'lat': '27', 'lng': '30', 'gn_description': 'independent political entity'}]","As a sign of his new confidence, [PERSON]al-Mansur[MASK_1] at this time released twenty members of the Aghlabid dynasty, who had been held prisoners since 909.
 They were given rich presents and allowed to leave for [GPE]Egypt[MASK_40].
"
1016,['MASK_41'],political_action,"['to', ']', 'sent', 'to']",[],[122],"His severed head was dispatched to [PERSON]the caliph[MASK_1], who sent it together with the stuffed skin of his father to [GPE]Sicily[MASK_41].
","His severed head was dispatched to the caliph, who sent it together with the stuffed skin of his father to Sicily.
",['Sicily'],[],Al-Mansur_Billah,,"[{'place_name': 'Sicily', 'input_name': 'Sicily', 'lat': '37.62304', 'lng': '13.93457', 'gn_description': 'first-order administrative division'}]","His severed head was dispatched to [PERSON]the caliph[MASK_1], who sent it together with the stuffed skin of his father to [GPE]Sicily[MASK_41].
"
1017,['MASK_41'],political_action,"['chose', 'man', 'distinguished', 'in', 'suppression', 'of', 'revolt', 'governor', 'Kalbi', 'appointed', 'as', 'governor', 'of']",[],[130],"To deal with the uprising, [PERSON]al-Mansur[MASK_1] chose a man who had distinguished himself in the suppression of Abu Yazid's revolt, the governor of Tunis, al-Hasan ibn Ali al-Kalbi, who was appointed as the new governor of [GPE]Sicily[MASK_41].
","To deal with the uprising, al-Mansur chose a man who had distinguished himself in the suppression of Abu Yazid's revolt, the governor of Tunis, al-Hasan ibn Ali al-Kalbi, who was appointed as the new governor of Sicily.
",['Sicily'],[],Al-Mansur_Billah,,"[{'place_name': 'Sicily', 'input_name': 'Sicily', 'lat': '37.62304', 'lng': '13.93457', 'gn_description': 'first-order administrative division'}]","To deal with the uprising, [PERSON]al-Mansur[MASK_1] chose a man who had distinguished himself in the suppression of Abu Yazid's revolt, the governor of Tunis, al-Hasan ibn Ali al-Kalbi, who was appointed as the new governor of [GPE]Sicily[MASK_41].
"
1018,['MASK_2'],political_action,"['did', 'with', 'delegation', 'in']",[],[136],"Al-Kalbi imprisoned the leaders of the rebels, as did [PERSON]al-Mansur[MASK_1] with the rebel delegation in [GPE]Ifriqiya[MASK_2].
","Al-Kalbi imprisoned the leaders of the rebels, as did al-Mansur with the rebel delegation in Ifriqiya.
",['Ifriqiya'],[],Al-Mansur_Billah,,"[{'place_name': 'Ifriqiya', 'input_name': 'Ifriqiya', 'lat': 35, 'lng': 7, 'gn_description': 'point'}]","Al-Kalbi imprisoned the leaders of the rebels, as did [PERSON]al-Mansur[MASK_1] with the rebel delegation in [GPE]Ifriqiya[MASK_2].
"
1019,['MASK_42'],other,"['became', 'caliph', 'pray', 'hold', 'at', 'Mosque', 'of']",[],[142],"As the mosque of the new capital was unfinished, [PERSON]al-Mansur[MASK_1] became the only Fatimid caliph to pray and hold the Friday prayer at [LOC]the Great Mosque of Kairouan[MASK_42].
","As the mosque of the new capital was unfinished, al-Mansur became the only Fatimid caliph to pray and hold the Friday prayer at the Great Mosque of Kairouan.
",['the Great Mosque of Kairouan'],[],Al-Mansur_Billah,spiritual?,"[{'place_name': 'the Great Mosque of Kairouan', 'input_name': 'Great Mosque of Kairouan', 'lat': 35.68154185, 'lng': 10.10424427501026, 'gn_description': 'place of worship'}]","As the mosque of the new capital was unfinished, [PERSON]al-Mansur[MASK_1] became the only Fatimid caliph to pray and hold the Friday prayer at [LOC]the Great Mosque of Kairouan[MASK_42].
"
1020,['MASK_43'],military_action,"['supervised', 'at']",[],[146],"[PERSON]Al-Mansur[MASK_1] supervised the preparations at [GPE]Tunis[MASK_43] in person, putting the expeditionary force of 10,500 men under the command of the Slavic eunuch Faraj (or Farakh).In May
","Al-Mansur supervised the preparations at Tunis in person, putting the expeditionary force of 10,500 men under the command of the Slavic eunuch Faraj (or Farakh).In May
",['Tunis'],[],Al-Mansur_Billah,,"[{'place_name': 'Tunis', 'input_name': 'Tunis', 'lat': 36.800833333333, 'lng': 10.18, 'gn_description': 'independent political entity'}]","[PERSON]Al-Mansur[MASK_1] supervised the preparations at [GPE]Tunis[MASK_43] in person, putting the expeditionary force of 10,500 men under the command of the Slavic eunuch Faraj (or Farakh).In May
"
